ID_Jugador;Nombre;Apellidos;Nacionalidad;Fecha_Nacimiento
213530;Allie;Kiick;USA;19950630
213771;Rasheeda;Mcadoo;USA;19950630
218212;Salma;Chouhib;MAR;19950630
205974;Susanna;Ciccone;ITA;19950629
211977;Adrijana;Lekaj;CRO;19950629
211318;Giovanna;Fioretti;ITA;19950628
205980;Fabienne;Vincon;GER;19950627
211034;Vilma Y;Gomez;COL;19950627
211933;Ana;Gonzalez Andrade;MEX;19950627
218117;Matea;Zemunik;CRO;19950627
218058;Perrine;Boisset;FRA;19950626
221519;Kelley;Anderson;USA;19950626
214369;Leslie;Espinoza;PER;19950625
213964;Yuko;Kimura;JPN;19950623
218184;Yennifer;Delgado;VEN;19950623
206409;Giuliana;Verbauwen;ARG;19950622
211813;Luisa Marie;Huber;GER;19950622
214173;Yana;Parshina;RUS;19950622
216066;Ella;Taylor;GBR;19950622
247651;Yana;Parshina;RUS;19950622
204389;Anna Maria;Heil;AUT;19950621
206406;Berta;Bonardi;ARG;19950621
211351;Ayaka;Okuno;JPN;19950621
203475;Carol;Zhao;CAN;19950620
210476;Mi Jeong;Kwon;KOR;19950620
202934;June;Lee;USA;19950619
212011;Jessica;Simpson;RSA;19950619
215632;Nadja;Stojcic;SRB;19950619
215958;Anna Maria;Battista;ITA;19950619
220095;Tayla;Stenta;AUS;19950619
206162;Kamila;Kerimbayeva;KAZ;19950618
211798;Aldana;Ciccarelli;ARG;19950618
214205;Antonella;Altamirano;ECU;19950617
206059;Barbare;Eristavi;GEO;19950616
210899;Daria;Sharapova;BLR;19950616
211302;Eugenie;Chapelle;BEL;19950616
214763;Marta;Sramkova;SVK;19950616
217816;Rozel Asuncion;Hernandez;USA;19950616
219702;Skylar;Holloway;USA;19950616
218040;Volha;Barshcheuskaya;BLR;19950615
211543;Jennifer;Zerbone;FRA;19950614
204356;Emily;Fanning;NZL;19950613
206041;Laura;Ucros;COL;19950613
214536;Kamilla;Galieva;RUS;19950613
216344;Maria;Kefala;GRE;19950613
206113;Nehel;Sahni;IND;19950612
206407;Carolina;Costamagna;ARG;19950612
214668;Marine;Fontaine;FRA;19950611
211340;Aneta;Dvorakova;CZE;19950610
211703;Mingxiu;Du;CHN;19950610
219482;Kristin Vivien;Rehse;GER;19950610
211063;Valeriya;Strakhova;UKR;19950609
211923;Eliza;Long;AUS;19950609
204316;Beatriz;Machado Santos;POR;19950608
213959;Natasha;Piludu;ITA;19950608
218042;Laura;Gamarra;PAR;19950608
211138;Nataliya;Kotova;RUS;19950607
218037;Clara;Hoffman Loza;ESP;19950607
220857;Amanda;Vos;USA;19950607
211737;Marija;Bogicevic;SRB;19950606
214566;Alexis;Thoma;USA;19950606
211724;Angela;Assal;USA;19950604
211812;Caterina;Brunamonti;ITA;19950604
218091;Thais;Nascimento;BRA;19950604
214308;Carolina;Cuevas Bucio;MEX;19950603
206042;Andrea;Prisco;COL;19950602
211330;Marlies;Szupper;AUT;19950602
211372;Mariami;Kurasbediani;GEO;19950602
213605;Sansitha;Nandakumar;IND;19950602
206247;Jessica;Raith;GER;19950601
211673;Isil;Ileri;TUR;19950601
214272;Razina;Shaibu;FRA;19950601
220711;Cydnee;Wilkinson;USA;19950601
211476;Victoria;Vorontsova;RUS;19950531
211861;Sabina;Jeresic;CRO;19950531
211016;Sophie;Blom;NED;19950529
219325;Amanda;Castillo;ESP;19950529
219373;Olivera;Veskovac;SRB;19950529
202662;Camilla;Rosatello;ITA;19950528
213778;Maurien;Rikkert;NED;19950528
218231;Samantha;Asch;USA;19950527
210542;Mouna;Jebri;TUN;19950526
211110;Ana Carolina;Sigaki;BRA;19950526
213849;Nicole;Fossa Huergo;ITA;19950526
214288;Jiahui;Chen;CHN;19950526
213940;Nikola;Schweinerova;CZE;19950525
213989;Nina;Asanin;SRB;19950525
214549;Lexi;Borr;USA;19950525
218175;Barbara;Capellari Abou Haikal;BRA;19950525
217952;Paula;Pastor Mir;ESP;19950524
218199;Maria Paula;Coyos;ARG;19950524
219247;Vanessa;Dobson;AUS;19950524
214530;Daniela;Raygadas Dominguez;MEX;19950523
203505;Tereza;Hejlova;CZE;19950522
214683;Olaya;Garrido Rivas;ESP;19950522
214856;Beatrice;Caruso;ITA;19950521
217886;Selma;Saran;BIH;19950520
203558;Lou;Brouleau;FRA;19950519
218125;Anna;Segarra Rius;ESP;19950519
210940;Daniela;Vita;ISR;19950518
204424;Hayley;Carter;USA;19950517
206353;Lauren;Marker;USA;19950517
211546;Mihoki;Miyahara;JPN;19950517
211493;Laura;Gibanel Velasco;ESP;19950516
219456;Michela;Isella;ITA;19950516
203571;Natalia;Zhuravleva;RUS;19950515
211871;Vishesh;Vkc;IND;19950515
213640;Marine;Beugre Guyot;FRA;19950515
219215;Maria;Cespedes;COL;19950515
202679;Yuliya;Lysa;UKR;19950514
206024;Voni;Darlina;INA;19950514
218142;Stefani;Andreeva;BUL;19950514
211180;Helena;Phillips;GBR;19950513
215796;Corina;Mader;SUI;19950513
202701;Irina;Khromacheva;RUS;19950512
206309;Lolade;Ogungbesan;GBR;19950512
211337;Tamara;Korpatsch;GER;19950512
213996;Anabel;Ossombi;UKR;19950512
215590;Ingrid;Navarro Rodriguez;ESP;19950512
203500;Sachia;Vickery;USA;19950511
211322;Jieke;Stroobant;BEL;19950511
214896;Alzbeta;Veverkova;SVK;19950511
218013;Jenna;Davidson;RSA;19950511
218014;Jodi;Davidson;RSA;19950511
211329;Tena;Lukas;CRO;19950510
220609;Cassidy;Spearman;USA;19950510
211621;Fatma;Al Janahi;UAE;19950509
213787;Andrea;Ivanovic;SRB;19950509
218256;Lea;Godallier;FRA;19950509
210707;Alory Regina Elorriaga;Pereira;BRA;19950508
210318;Joy;Yaich;FRA;19950507
211633;Izabella;Ismailova;KAZ;19950507
211734;Tsveta Konstantinova;Dimitrova;BUL;19950507
206225;Evgeniya;Svintsova;RUS;19950506
213630;Valeria;Koussenkova;ESP;19950505
215583;Rana;Sabry;EGY;19950505
219204;Margarita;Febrer Marza;ESP;19950505
204400;Natella;Nabieva;UZB;19950504
217762;Nataliya;Naumova;RUS;19950504
211607;Nicole;Aragones Miro Quesada;PER;19950503
218104;Xixi;Feng;CHN;19950503
220761;Isabelle;Hearnshaw;GBR;19950503
210738;Aldila;Sutjiadi;INA;19950502
223232;Cleopatra;Qarumashvili;GEO;19950502
211020;Solene;Guyomard;FRA;19950501
206079;Brooke;Rischbieth;AUS;19950430
213965;Minami;Akiyama;JPN;19950430
219299;Hanna;Sohn;GER;19950429
220707;Agnes;Brun;FRA;19950429
206428;Luisa;Rosa;BRA;19950428
214290;Alisa;Tymofeyeva;UKR;19950428
217927;Sofia;Santa Maria;PUR;19950428
204422;Valeria;Salazar;MEX;19950427
206166;Jade;Suvrijn;FRA;19950427
211093;Tina;Jiang;USA;19950427
218202;Valeria;Danilova;RUS;19950427
211301;Sarah;De Clercq;BEL;19950426
211323;Natalia;Vajdova;SVK;19950426
211628;Nihel;Adjali;ALG;19950425
204240;Intissar;Rassif;MAR;19950424
211212;Efriliya;Herlina;INA;19950424
218123;Amanda;Carrillo Galera;ESP;19950424
205886;Kassandra;Dunser;AUS;19950423
211199;Tarrannum;Handa;IND;19950423
218182;Anastasia;Pogorelskaya;RUS;19950423
219182;Sarah Inga;Senger;GER;19950423
219711;Nicolin;Luecke;GER;19950423
211874;Victoria;Rodriguez;MEX;19950422
210887;Diana;Bogoliy;UKR;19950421
211721;Akiho;Kakuya;JPN;19950421
210785;Joanna Nena;Savva;CYP;19950420
211123;Alba;Escalona Perny;ESP;19950420
202647;Madrie;Le Roux;RSA;19950419
204401;Madina;Hatamova;UZB;19950419
206032;Lisa Marie;Maetschke;GER;19950419
211783;Kathryn;Hughes;GBR;19950419
220561;Monica;Robinson;USA;19950419
211356;Alejandra;Cisneros;MEX;19950418
217825;Evangeline;Repic;CAN;19950418
218243;Gabriela;Srodowski;USA;19950418
219532;Maaya;Uno;JPN;19950418
206120;Mengjuan;Yi;CHN;19950417
206346;Denise;Starr;USA;19950417
210571;Ana;Baran;BRA;19950417
214315;Amiru;Shimoguchi;JPN;19950417
213880;Lucia;Ioli;ITA;19950416
214849;Maegan;Manasse;USA;19950416
217916;Miki;Kobayashi;JPN;19950416
220349;Ines;Nicault;FRA;19950414
210848;Valeria;Prosperi;ITA;19950413
206108;Jennifer;Brady;USA;19950412
211069;Zhamilia;Duisheeva;KGZ;19950412
211896;Donika;Bashota;SWE;19950412
213718;Nora Luciana;David;ROU;19950412
214105;Rocio Daniela;Merlo;ARG;19950412
214374;Miriam;Monsutti;ITA;19950412
203562;Erin;Routliffe;CAN;19950411
210574;Gema;Mendoza;ECU;19950411
211096;Alina;Ageichik;BLR;19950411
211418;Ines;Fontanarosa;FRA;19950411
211519;Wendy Qi Wen;Zhang;CAN;19950411
213016;Petra;Uberalova;SVK;19950411
213601;Brigit;Folland;GBR;19950411
210921;Ana M;Sanchez;COL;19950409
217751;Nancy;Karaky;LIB;19950409
218008;Grace Lola;Lymer Sullivan;GBR;19950409
213541;Alexandra;Osborne;AUS;19950408
215007;Anastasiia;Zviahintseva;UKR;19950408
215502;Soyeon;Park;KOR;19950408
211622;Tyra;Kotuwattegedera;SUI;19950407
205920;Darya;Lebesheva;BLR;19950406
210997;Sofia;Sabljarevic;SRB;19950406
211389;Mia;King;USA;19950406
211528;Georgina;Segarra Ferrer;ESP;19950406
212282;Michelle Marie;Valdez;DOM;19950406
206412;Shakhlo;Saidova;RUS;19950405
220665;Brittany;Collens;USA;19950405
210770;Iga;Odrzywolek;POL;19950404
210908;Claudia;Herrero Garcia Honorato;ESP;19950404
211463;Paula Andrea;Puentes Jimenez;COL;19950404
211700;Barbora;Stefkova;CZE;19950404
214948;Christina;Lao;AUT;19950404
210526;Valeria;Bhunu;ZIM;19950403
211166;Chih Hsien;Chu;TPE;19950403
211930;Teodora;Stinga;ROU;19950403
213546;Alexandra;Rey;FRA;19950403
214120;Catrine;Landstrom;SWE;19950403
219222;Taryn;Swanepoel;RSA;19950403
219407;Jin Li;Tang;CHN;19950402
211998;Tanvee;Bose;IND;19950401
216047;Vivienne;Kulicke;GER;19950401
211740;Julija;Jauk;SLO;19950331
211943;Amy;Sneath;AUS;19950331
212013;Alison Brigette;Sanders;RSA;19950331
211968;Elpida;Malamou;GRE;19950330
203549;Olga;Ianchuk;UKR;19950329
217929;Esther;Zelaya;HON;19950329
218097;Midian;Tulio;BRA;19950329
210291;Tatiana;Guskova;RUS;19950328
211246;Daniela;Schippers;GUA;19950328
213761;Marina;Hruba;CZE;19950328
210888;Kanika;Vaidya;IND;19950327
218283;Vanja;Babunski;SRB;19950327
211601;Lucia;Zelenka;ARG;19950325
213523;Marie;Klocker;FRA;19950325
218193;Natalia;Janowicz;USA;19950325
220017;Tereza;Susen;CAN;19950325
201705;Alina;Abdurakhimova;UZB;19950323
211653;Andrada;Hai;ROU;19950323
214279;Aliya;Tarpischeva;RUS;19950323
210777;Andreea;Mihai;ROU;19950322
206281;Mayya;Katsitadze;RUS;19950321
210825;Irina Elena;Preotescu;ROU;19950321
211226;Anna;Veleva;BUL;19950321
213655;Aggeliki;Kokkota;GRE;19950321
204324;Caroline;Kallberg;SWE;19950320
211274;Justine;De Sutter;BEL;19950320
211815;Lisa;Schlatter;AUT;19950319
215650;Shehnaz;Singh;IND;19950319
210705;Irina Maria;Bara;ROU;19950318
217913;Maria;Martin Lozano;ESP;19950318
211087;Megha;Sehrawat;IND;19950317
214781;Liza;Fieldsend;USA;19950317
215884;Morgan;Chumney;USA;19950317
217958;Sanae;Guenfoudi;BEL;19950317
218048;Margarita;Kotok;USA;19950317
219354;Rikako;Suga;JPN;19950317
211260;Marie;Benoit;BEL;19950316
215022;Amelia;Stuart;GBR;19950316
219087;Angela;Sokovnikova;RUS;19950316
221838;Danielle Andrea;Thompson;BAH;19950316
215009;Arianna;Tricarico;ITA;19950315
217720;Anna;Arustamyan;UZB;19950315
204294;Su Jeong;Jang;KOR;19950313
206153;Nahathai;Khuntaket;THA;19950313
210845;Sanaa;Benkaddour;ALG;19950313
215253;Klara;Skopac;CRO;19950313
241000;Sujeong;Jang;KOR;19950313
218229;Marlou;Kluiving;NED;19950312
211303;Deborah;Kerfs;BEL;19950310
211564;Amanda;Spindola Veiga;BRA;19950310
214154;Zineb;Rajib;MAR;19950310
211267;Daniela;Ciobanu;MDA;19950309
211286;Yulia;Zakharova;RUS;19950309
213014;Farah;Abdelaziz;GBR;19950309
215221;Anjali;Thakur;IND;19950309
211222;Jamie;Loeb;USA;19950308
211757;Rongrong;Leenabanchong;THA;19950308
211270;Camille;Giacalone;FRA;19950307
211544;Nagi;Hanatani;JPN;19950307
214328;Xu Liu;Sun;CHN;19950307
218167;Saravinder;Pannu;NZL;19950307
210866;Claudia;Sanchez Gonzalez;ESP;19950306
214169;Johanna;Ranta Aho;FIN;19950306
211027;Carmen;Smolka;GER;19950304
211319;Anna Maria;Levers;GER;19950304
220087;Xin;Yang;CHN;19950304
206175;Tess;Sugnaux;SUI;19950303
215188;Annie;Donaldson;AUS;19950303
220080;Zoel;Kastelic;SLO;19950303
215008;Siyu;Chen;CHN;19950302
203461;Sonja;Liasovska;CZE;19950301
203483;Jan;Abaza;USA;19950301
210744;Adriana;Lavoretti;ITA;19950301
211775;Erika;Vogelsang;NED;19950301
215901;Mirea;Signorini;ITA;19950301
210359;Alejandra Maria;Marma Gutierrez;USA;19950228
210603;Jialu;Huang;CHN;19950228
211338;Katharina;Hering;GER;19950228
211275;Michelle;Werbrouck;BEL;19950227
211755;Laura;Gulbe;LAT;19950227
211761;Ann Christin;Nilsson;GER;19950227
216106;Svetlana;Zdorova;RUS;19950227
218025;Paula Estefania;Diaz Cabrera;VEN;19950227
218118;Milena;Vitez;CRO;19950227
205887;Coline;Chauvet;FRA;19950226
219320;Natnicha;Sirijariyaporn;THA;19950226
202600;Viktoriya;Tomova;BUL;19950225
210420;Lauren Joanna;Lang;INA;19950225
218285;Femke;Van Diemen;NED;19950225
213668;Alexandra;Morozova;USA;19950224
215580;Ima;Nindi;INA;19950224
214357;Fabiana;Pitisci;BEL;19950223
221047;Hanna Grace;Espinosa;PHI;19950223
206398;Maura;Aveta;ITA;19950222
210741;Iva;Mekovec;CRO;19950222
214722;Andrea;Vosecka;CZE;19950222
219925;So Dam;Park;KOR;19950222
204270;Skye;Hopper;AUS;19950221
211674;Idil;Ozdamar;TUR;19950221
219577;Sofia;Henning;SWE;19950221
223230;Ester;Sarkisyan;GEO;19950221
210891;Pattaraporn;Salirathavibhaga;THA;19950220
217772;Rotem;Shveber;ISR;19950220
217968;Begum;Dilek;TUR;19950220
218072;Zarina;Yunusalieva;UZB;19950220
211230;Victoria;Jorjoliani;GEO;19950219
211438;Parminder;Kaur;IND;19950219
218107;Lana;Rostiashvili;GEO;19950219
219342;Alice;Lamaro;ITA;19950219
202496;Samantha;Crawford;USA;19950218
210859;Ana Beatriz;Balderas;MEX;19950218
211030;Dominique;Covington;GBR;19950218
217862;Adrianna;Zorawska;POL;19950218
219411;Magnolia;Galvez;BRA;19950218
219412;Mayara;Galvez;BRA;19950218
220057;Giulia;Maiorana;ITA;19950218
201619;Madison;Keys;USA;19950217
213548;Natalie;Faeh;SUI;19950217
214097;Ana Marija;Banic;CRO;19950217
220706;Viktoriya;Lavrentyeva;RUS;19950217
202489;Carina;Witthoeft;GER;19950216
203591;Katy;Dunne;GBR;19950216
211469;Daria;Glushich;RUS;19950216
211542;Oksana;Koshman;UKR;19950216
211825;Anastasiya;Saitova;RUS;19950216
205935;Stefani;Stojic;AUS;19950215
210715;Alyssa Grace;Smith;USA;19950215
211681;Alina;Robok;POL;19950215
214276;Yuan;Xin;CHN;19950215
210519;Ana Laura;Gutierrez;BOL;19950214
211264;Zeynep;Nalbantoglu;TUR;19950214
215216;Francesca Dorothea;Ciutescu;ROU;19950214
210818;Marta;Morga Alonso;ESP;19950213
213981;Alpha;Ambaye;FRA;19950213
215222;Saumya;Vig;IND;19950213
217864;Weronika;Halicka;POL;19950213
206107;Zhaoxuan;Yang;CHN;19950211
210914;Claudia;Gaspar;POR;19950211
211152;Chu Chen;Chuen;TPE;19950211
211221;Chiara;Quattrone;ITA;19950211
211248;Jessica;Cortes;MEX;19950211
211892;Ye Rin;Lee;KOR;19950211
218220;Disha;Dang;IND;19950211
204288;Ji Hee;Choi;KOR;19950210
211406;Gabriela;Pantuckova;CZE;19950210
211912;Kim Jana;Hausler;SUI;19950210
212045;Sinead;Lohan;IRL;19950210
206074;Ebony;Panoho;AUS;19950208
206307;Sherry;Li;USA;19950208
210710;Eduarda Nardi Dos;Santos;BRA;19950208
211966;Ksenia;Gaydarzhi;RUS;19950208
217856;Carlotta;Svaluto;ITA;19950208
219941;Ivana;Andric;CRO;19950208
204405;Hee Jin;Oh;KOR;19950207
211388;Sydney;Campbell;USA;19950207
211816;Alina;Soltanici;MDA;19950207
217902;Sol;Ferrero;ARG;19950207
218264;Franziska;Lautenschlager;GER;19950207
211373;Mariami;Gogelashvili;GEO;19950206
215682;Arianna;Fardanesh;USA;19950206
218018;Gornganok;Tiraganok;THA;19950206
204336;Cecilie Lundgaard;Melsted;DEN;19950205
210558;Alicia Andrea;Rodriguez Castillo;COL;19950205
210440;Hanna;Karczewska;POL;19950203
218158;Laura;Holterbosch;GER;19950203
211584;Diana;Shevchenko;RUS;19950202
214682;Peeraya;Charoensirisutthikul;THA;19950202
215136;Yani;Genesse;BEL;19950202
218163;Caroline;Cordat Auclair;FRA;19950202
210521;Nabila;Farah;BOL;19950201
219554;Cassie;Pough;USA;19950201
221689;Drew;Anderson;USA;19950201
213988;Yulia;Shupenia;BLR;19950131
211437;Bhuvana;Kalva;IND;19950130
211585;Yuliya;Alexsandrova;RUS;19950130
223223;Martina;Hudaly;AUS;19950130
218093;Tamara;Vrhovac;BIH;19950129
219363;Shanna;Krimatschow;GER;19950129
210904;Maria;Limanskaya;RUS;19950128
223050;Sanskruti;Jaangle;IND;19950128
205939;Anna;Shkudun;UKR;19950127
206372;Julaluck;Sae Eung;THA;19950127
210752;Majlena;Pedersen;GER;19950127
206316;Libi;Mesh;ISR;19950126
210375;Carla;Bruzzesi Avella;ARG;19950126
210773;Nuria;Ormeno Ruiz;ESP;19950126
210781;Kristina;Ostojic;SRB;19950126
210902;Spencer;Liang;USA;19950125
211259;Wing Man;Lin;HKG;19950125
211459;Salma;Cabrera;COL;19950125
204412;Belinda;Woolcock;AUS;19950124
210763;Sonja;Becarevic;SWE;19950123
214046;Grace Maleka;Mpassy Nzoumba;GER;19950123
214493;Michelle;Erasmus;RSA;19950123
218181;Isadora;Vieira;BRA;19950123
211083;Anushka;Bhargava;IND;19950122
212265;Kett;Sadi;SYR;19950122
218112;Guadalupe;Delgado;BOL;19950122
203507;Giorgia;Marchetti;ITA;19950121
205870;Silvia;Fuentes Perez;ESP;19950120
211399;Katerina;Baka;GRE;19950120
210790;Zuzanna;Maciejewska;POL;19950119
217774;Marnelle;Boshoff;RSA;19950119
219140;Grace;Orourke;AUS;19950119
211547;Miho;Kowase;JPN;19950118
211080;Sai Samhitha;Chamarthi;IND;19950117
213647;Taylor L;Davidson;USA;19950117
215695;Kiah;Generette;USA;19950117
221518;Anna Gabriella;Ferraz;BRA;19950117
211142;Lara;Afonso Garcia;ESP;19950116
213997;Shivani;Manchanda;IND;19950116
215378;Jerricka;Boone;USA;19950116
211497;Nikita;Deshmukh;IND;19950115
217909;Savannah;Wood;USA;19950115
206433;Nadia;Echeverria Alam;USA;19950114
210901;Samira;Radjaa;ALG;19950114
211120;Marina;Marti Hernanz;ESP;19950114
212034;Fang Ying;Xun;CHN;19950114
212266;Khee Yen;Wee;SIN;19950114
215209;Laksmi;Nuraningsih;INA;19950114
211429;Nastassia;Rubel;BLR;19950113
210892;Apichaya;Runglerdkriangkrai;THA;19950112
211113;Nicole;Cianci;POR;19950111
211321;Klaartje;Liebens;BEL;19950111
211612;Nicole;Bonnaffoux;ARG;19950111
213558;Ao;Gai;CHN;19950111
214558;Ana;Ruiz;MEX;19950111
213934;Nora;Niedmers;GER;19950110
218066;Milena;Toseva;GER;19950110
220409;Sitara;Prabhu;IND;19950110
210847;Miriana;Tona;ITA;19950109
214367;Arthi;M;IND;19950109
218115;Ivanka;Mocic;CRO;19950109
210742;Mariana;Drazic;CRO;19950108
211733;Violeta;Jankovic;SRB;19950108
201709;Yulia;Putintseva;KAZ;19950107
211530;Laura;Mueller;GER;19950107
212035;Si Qi;Liu;CHN;19950107
212313;Hedda;Odegaard;NOR;19950107
215533;Greta;Di Majo;ITA;19950107
218111;Alanna;Wolff;USA;19950107
210978;Angeles;De Los Rios;PAR;19950106
211172;Lena;Lutzeier;GER;19950106
214274;Adriana;Gergelyova;SVK;19950106
210691;Saska;Gavrilovska;SRB;19950105
211577;Danielle;Konotoptseva;GBR;19950105
216023;Louise;Kwong;CAN;19950105
210640;Liniques;Theron;NAM;19950104
219332;Evy;Van Genechten;BEL;19950104
206293;Maree Teiwa;Casey;AUS;19950103
211311;Elena;Pavolucci;ITA;19950103
211397;Carol Yubitza;Arnez Mercado;BOL;19950103
217851;Michaela;Marikova;CZE;19950103
219197;Zeineb;Ben Hamida;TUN;19950103
210867;Marijana;Vlahinic;CRO;19950102
210983;Dhanielly;Quevedo;VEN;19950102
211470;Gulnaz;Dokey;KAZ;19950102
213886;Jessica;Perez;USA;19950102
223127;Rui;Wang;CHN;19950102
210598;Fatmanur;Atilgan;TUR;19950101
210791;Gulsah;Cetin;TUR;19950101
211588;Madina;Khatamova;UZB;19950101
213799;Yuanyi;Yu;CHN;19950101
214705;Ana;Stojacic;SRB;19950101
218209;Saori;Enmoto;JPN;19950101
219269;Inas;Ziki;MAR;19950101
206313;Lee;Or;ISR;19941230
206379;Nicole;Robinson;USA;19941230
211593;Natalia L S;Abdalla;BRA;19941228
206152;Anna;Tyulpa;RUS;19941227
206378;Elke;Lemmens;BEL;19941227
219258;Anna;Woosley;GBR;19941227
219343;Madison;Crawford;USA;19941227
219452;Yukiho;Yasuda;JPN;19941227
219476;Erin;Faulkner;USA;19941226
217962;Manon Cristina;Peri;USA;19941224
219537;Maria;Kajikawa;JPN;19941224
204372;Anna Signe;Rasmussen;DEN;19941223
211167;Pei Chuan;Kao;TPE;19941223
206365;Breaunna;Addison;USA;19941222
211068;Neda;Koprcina;CRO;19941222
217974;Sandra;Bendlova;CZE;19941222
211012;Eva;Paalma;EST;19941221
211201;Paula;Insaurralde;ARG;19941221
214404;Michela;Verpelli;ITA;19941221
221857;Miranda;Poile;AUS;19941221
211518;Victoria;Zukowski;POL;19941220
213670;Sarah;Savedra;USA;19941219
213677;Yana;Sluzhiteleva;RUS;19941219
214070;Morgan;Barnhill;USA;19941219
214135;Sheila;Jacobo;ARG;19941219
217931;Maria Julia;Bernal Penteado De Lima Mendes;BRA;19941219
214316;Ayaka;Santo;JPN;19941217
214669;Zoe Adeline;Katz;USA;19941217
215584;Rowan;Arafat;EGY;19941217
217808;Maylis;Lafaysse;FRA;19941217
203392;Alexandra;Goncharova;RUS;19941216
204435;Emma;Devine;GBR;19941216
206383;Maria Andrea;Cardenas;VEN;19941216
210336;Rosalie;Van Der Hoek;NED;19941216
211153;Ting Ya;Wang;TPE;19941216
211485;Elodie;Busson;FRA;19941216
218221;Preeti;Gokhale;IND;19941216
210862;Viviana;Tedino Morandi;VEN;19941215
217975;Beatrice;Kight;GBR;19941215
206188;Viktoryia;Mun;BLR;19941214
211986;Hitomi;Hasebe;COL;19941214
215261;Iris Julia Antje;Verweij;NED;19941214
218192;Victoria;Bensimon;USA;19941214
221416;Audrey Ann;Blakely;USA;19941214
211756;Patcharin;Cheapchandej;THA;19941213
212285;Mariella;Calderon;CRC;19941212
218310;Brittany;Brewster;USA;19941212
219464;Chiara;Rebecchi;ARG;19941212
205867;Ana;Batiri;MDA;19941211
218056;Olivia;Messineo;USA;19941211
211709;Jillian;Rooney;USA;19941210
214615;Khanh Phi;Huynh;VIE;19941210
202441;Nina;Khrisanova;RUS;19941209
204347;Rano;Nizamova;UZB;19941209
210285;Nicoleta;Dan;ROU;19941209
217853;Nana;Nemoto;JPN;19941209
205818;Zerina;Gozhdari;ALB;19941207
206028;Alena;Tarasova;RUS;19941207
210553;Montserrat;Alonso;CHI;19941207
218161;Annika;Schneider;GER;19941207
206178;Susanne;Celik;SWE;19941206
219196;Daniela;Montoya Sierra;MEX;19941206
220712;Chloe;Costelloe;AUS;19941206
211450;Alina;Jane;BRA;19941205
206273;Claudia;Coppola;ITA;19941204
210322;Ipek;Birol;TUR;19941204
211095;Bernarda;Pera;USA;19941203
211475;Polina;Lyuksheva;RUS;19941203
211902;Jacqueline;Crawford;USA;19941203
214110;Emily;Burns;AUS;19941203
218063;Christina;Oberger;GER;19941203
218173;Lauren;Burich;USA;19941203
210737;Xiaorong;Dong;CHN;19941201
204319;Sofia;Araujo;POR;19941130
214627;Jane;Fennelly;IRL;19941130
210550;Amanda;Cerda Miranda;CHI;19941129
211056;Veronica;Lacerda;BRA;19941129
213554;Louise;Lampla;FRA;19941129
218228;Kim;Borg;NED;19941129
210880;Borislava;Botusharova;BUL;19941128
211702;Nao;Hibino;JPN;19941128
212263;Si Ying Julienne;Keong;SIN;19941128
217925;Daniella;Arcila;PUR;19941128
211024;Cristina;Bejarano Jimenez;ESP;19941127
214317;Mallaurie;Noel;FRA;19941127
219450;Yukari;Tsujimoto;JPN;19941127
204413;Azra;Hadzic;AUS;19941126
210524;Mikayla;Morkel Brink;RSA;19941126
210674;Gaelle;Rey;SUI;19941126
210923;Mariajose;Cardona;COL;19941124
218313;Carolina;Likhatcheva;POR;19941124
214045;Masa;Jovanovic;AUS;19941123
219422;Takhmina;Burkhanova;TJK;19941123
214581;Saroop;Dhatt;CAN;19941122
203504;Miyu;Kato;JPN;19941121
214286;Olga;Babanova;RUS;19941121
218233;Sarah;Candeloro;USA;19941121
211421;Adas;Luiza Ferrari;BRA;19941120
218247;Emilija;Kokanovic;SRB;19941119
219959;Lauren;Harrington;GBR;19941119
203575;Danka;Kovinic;MNE;19941118
206184;Kelly;Versteeg;NED;19941118
211144;Marie;Natroshvili;FRA;19941118
218265;Annika;Hepp;GER;19941118
219409;Santina;Lange;GER;19941118
203559;Clothilde;De Bernardi;FRA;19941116
211231;Vladyslava;Zanosiyenko;UKR;19941116
211631;Sofia;Benhalima;ALG;19941116
213939;Adela;Jarosova;CZE;19941116
218272;Dorota;Markowska;POL;19941116
206420;Ekaterina;Alexandrova;RUS;19941115
211819;Misato;Negi;JPN;19941115
204241;Fatyha;Berjane;MAR;19941114
211548;Minami;Shuto;JPN;19941114
211706;Rachel May;Pierson;USA;19941113
211822;Darya;Chernetsova;BLR;19941113
205969;Yana;Sizikova;RUS;19941112
211375;Babilina;Machaidze;GEO;19941112
215332;Giorgia;Stridacchio;ITA;19941112
210544;Maria Azul;Cortiana;ARG;19941111
210955;Georgia;Craven;GBR;19941110
211225;Quinn;Gleason;USA;19941110
216318;Jana;Mccord;USA;19941110
206277;Marine;Partaud;FRA;19941109
206422;Anastasia;Rudakova;RUS;19941109
214512;Luiza;Sharipova;RUS;19941108
218153;Lynn;Chi;USA;19941106
217867;Katarzyna;Witos;POL;19941105
210622;Andrea;Lazaro Garcia;ESP;19941104
211125;Helga Margret;Jeske;RSA;19941103
222231;Kateryna;Nakonechna;UKR;19941102
203391;Julia;Bochkareva;RUS;19941101
206429;Marcela;Alves Pereira Valle;BRA;19941101
213909;Clemence;Fayol;FRA;19941101
203429;Tamara;Curovic;SRB;19941031
203577;Caroline B;Dailey;USA;19941031
204312;Fatem Zahra;Erraji;MAR;19941031
211235;Puspa Ratih;Tri Oktavira;INA;19941031
